n0 r1 n9.
n0 r0 n11.
n0 r1 n11.
n0 r0 n13.
n0 r1 n14.
n0 r0 n15.
n0 r1 n16.
n0 r0 n17.
n1 r1 n10.
n1 r0 n11.
n1 r1 n11.
n1 r0 n12.
n1 r1 n15.
n1 r1 n16.
n2 r0 n9.
n2 r1 n9.
n2 r0 n10.
n2 r1 n10.
n2 r0 n12.
n2 r1 n15.
n3 r0 n9.
n3 r1 n9.
n3 r0 n13.
n3 r1 n13.
n3 r0 n14.
n3 r1 n14.
n4 r0 n9.
n4 r1 n10.
n4 r0 n11.
n4 r1 n11.
n4 r1 n12.
n4 r1 n13.
n4 r0 n14.
n4 r0 n16.
n4 r1 n16.
n5 r0 n9.
n5 r1 n9.
n5 r1 n11.
n5 r0 n12.
n5 r1 n12.
n5 r0 n13.
n5 r1 n13.
n5 r0 n14.
n5 r1 n17.
n6 r1 n9.
n6 r1 n11.
n6 r0 n13.
n6 r0 n14.
n6 r1 n15.
n7 r1 n10.
n7 r0 n14.
n7 r1 n14.
n7 r0 n15.
n7 r0 n16.
n7 r1 n16.
n7 r1 n17.
n8 r1 n9.
n8 r0 n10.
n8 r0 n11.
n8 r1 n12.
n8 r1 n13.
n8 r0 n14.
n8 r1 n14.
n8 r0 n16.
n8 r1 n17.

n9 r3 n18.
n9 r3 n19.
n9 r2 n20.
n9 r3 n20.
n9 r2 n21.
n9 r3 n21.
n9 r2 n22.
n9 r3 n22.
n9 r3 n24.
n10 r2 n19.
n10 r3 n19.
n10 r2 n21.
n10 r3 n22.
n10 r2 n24.
n10 r3 n25.
n11 r2 n18.
n11 r2 n20.
n11 r3 n20.
n11 r2 n24.
n12 r2 n18.
n12 r3 n18.
n12 r2 n20.
n12 r2 n21.
n12 r3 n24.
n12 r2 n26.
n13 r2 n19.
n13 r2 n22.
n13 r2 n23.
n13 r2 n25.
n13 r3 n25.
n13 r2 n26.
n14 r2 n19.
n14 r3 n20.
n14 r3 n21.
n14 r3 n23.
