n0 r1 n224.
n1 r1 n218.
n2 r0 n173.
n2 r1 n252.
n2 r0 n269.
n2 r1 n270.
n2 r1 n301.
n3 r0 n297.
n3 r0 n301.
n4 r1 n288.
n4 r0 n328.
n6 r1 n245.
n6 r1 n296.
n7 r0 n194.
n10 r1 n193.
n10 r1 n287.
n13 r0 n170.
n13 r0 n218.
n13 r1 n233.
n14 r0 n241.
n14 r1 n320.
n16 r0 n268.
n16 r0 n295.
n17 r1 n194.
n17 r1 n218.
n17 r1 n261.
n17 r0 n267.
n17 r1 n296.
n17 r0 n309.
n18 r0 n330.
n19 r0 n281.
n19 r1 n303.
n20 r0 n168.
n20 r1 n181.
n21 r1 n229.
n22 r1 n288.
n22 r1 n312.
n24 r1 n176.
n25 r1 n236.
n27 r0 n203.
n27 r1 n321.
n28 r0 n263.
n29 r0 n247.
n29 r1 n258.
n31 r0 n228.
n32 r1 n270.
n34 r1 n175.
n35 r1 n174.
n35 r0 n209.
n35 r1 n294.
n35 r0 n328.
n37 r0 n180.
n38 r0 n212.
n38 r0 n214.
n39 r0 n185.
n41 r0 n169.
n41 r0 n233.
n41 r1 n301.
n42 r1 n216.
n43 r1 n191.
n43 r1 n209.
n43 r1 n264.
n43 r1 n279.
n44 r0 n270.
n44 r0 n307.
n45 r0 n168.
n45 r0 n238.
n45 r1 n287.
n48 r0 n220.
n48 r0 n258.
n48 r0 n331.
n49 r1 n264.
n50 r0 n174.
n50 r0 n308.
n51 r1 n195.
n51 r1 n224.
n51 r0 n251.
n53 r1 n166.
n54 r0 n231.
n54 r1 n233.
n56 r1 n221.
n57 r1 n171.
n57 r1 n282.
n58 r0 n267.
n59 r1 n204.
n59 r0 n238.
n60 r1 n185.
n60 r0 n227.
n61 r1 n168.
n62 r0 n307.
n63 r1 n207.
n63 r0 n217.
n63 r0 n319.
n63 r1 n331.
n64 r1 n166.
n64 r0 n219.
n65 r0 n312.
n66 r1 n205.
n66 r1 n322.
n67 r0 n183.
n68 r0 n186.
n68 r1 n309.
n68 r0 n329.
n69 r1 n241.
n69 r1 n321.
n70 r0 n249.
n71 r1 n256.
n72 r0 n197.
n73 r1 n267.
n74 r0 n179.
n74 r1 n206.
n74 r0 n269.
n75 r0 n251.
n75 r1 n262.
n75 r0 n286.
n76 r0 n293.
n77 r0 n198.
n78 r0 n273.
n78 r0 n301.
n79 r1 n274.
n80 r1 n328.
n81 r0 n271.
n81 r0 n289.
n81 r1 n289.
n81 r0 n292.
n81 r1 n308.
n82 r0 n185.
n82 r1 n193.
n82 r0 n264.
n83 r0 n169.
n83 r0 n233.
n83 r0 n249.
n83 r1 n314.
n85 r1 n280.
n86 r0 n258.
n86 r0 n275.
n86 r1 n290.
n87 r1 n240.
n88 r1 n188.
n89 r1 n175.
n89 r1 n253.
n90 r0 n173.
n90 r0 n181.
n90 r0 n244.
n90 r0 n257.
n91 r0 n278.
n92 r1 n237.
n93 r1 n263.
n93 r1 n317.
n93 r0 n327.
n94 r0 n176.
n95 r1 n171.
n95 r1 n263.
n96 r0 n243.
n97 r1 n212.
n97 r1 n266.
n98 r0 n211.
n98 r1 n329.
n98 r1 n330.
n99 r0 n247.
n99 r0 n323.
n100 r0 n172.
n100 r0 n178.
n101 r1 n303.
n102 r0 n170.
n102 r1 n192.
n102 r0 n248.
n102 r0 n252.
n102 r0 n310.
n103 r1 n271.
n103 r1 n308.
n105 r0 n194.
n105 r0 n257.
n105 r1 n296.
n105 r0 n331.
n106 r0 n186.
n106 r1 n186.
n106 r1 n265.
n107 r1 n261.
n107 r1 n321.
n108 r0 n228.
n108 r0 n244.
n109 r0 n184.
n109 r1 n298.
n109 r0 n328.
n110 r0 n222.
n110 r1 n236.
n110 r1 n248.
n110 r0 n277.
n111 r0 n212.
n112 r0 n178.
n112 r0 n324.
n113 r0 n222.
n115 r1 n215.
n116 r1 n245.
n116 r1 n262.
n117 r0 n300.
n120 r1 n307.
n121 r1 n302.
n121 r1 n312.
n122 r0 n167.
n122 r0 n170.
n122 r0 n193.
n122 r0 n252.
n122 r1 n288.
n123 r0 n297.
n124 r0 n239.
n125 r1 n196.
n127 r0 n323.
n131 r0 n204.
n131 r1 n229.
n132 r0 n260.
n132 r0 n290.
n133 r0 n272.
n133 r1 n297.
n134 r0 n186.
n134 r0 n299.
n135 r0 n251.
n135 r1 n286.
n136 r1 n193.
n136 r1 n283.
n136 r1 n309.
n137 r1 n279.
n137 r0 n327.
n139 r0 n215.
n139 r0 n291.
n139 r0 n305.
n140 r0 n265.
n144 r1 n201.
n144 r0 n223.
n144 r0 n292.
n145 r0 n305.
n146 r0 n173.
n146 r1 n315.
n147 r1 n210.
n147 r0 n278.
n147 r0 n292.
n148 r1 n232.
n148 r0 n245.
n148 r1 n309.
n148 r0 n315.
n149 r1 n275.
n149 r1 n282.
n149 r0 n304.
n150 r0 n242.
n150 r1 n315.
n151 r0 n167.
n151 r1 n315.
n151 r0 n325.
n152 r1 n181.
n152 r0 n208.
n152 r1 n227.
n152 r0 n265.
n153 r0 n325.
n154 r1 n198.
n154 r1 n243.
n155 r0 n224.
n155 r1 n234.
n155 r0 n253.
n155 r0 n328.
n156 r1 n291.
n157 r0 n214.
n157 r0 n231.
n158 r0 n280.
n158 r1 n316.
n159 r1 n241.
n159 r1 n251.
n159 r0 n282.
n159 r0 n315.
n160 r1 n192.
n160 r1 n282.
n161 r0 n223.
n161 r1 n288.
n163 r1 n204.
n163 r0 n263.
n164 r1 n248.
n165 r0 n210.
n165 r1 n239.
n165 r1 n261.

n166 r3 n345.
n167 r2 n435.
n167 r2 n447.
n169 r2 n371.
n169 r2 n440.
n169 r2 n489.
n170 r2 n460.
n170 r3 n476.
n173 r2 n389.
n173 r2 n422.
n173 r3 n457.
n174 r2 n399.
n176 r3 n474.
n177 r3 n375.
n177 r2 n395.
n177 r3 n409.
n179 r2 n395.
n179 r2 n447.
n180 r2 n384.
n180 r2 n441.
n181 r3 n461.
n181 r3 n482.
n182 r3 n390.
n183 r2 n468.
n184 r3 n383.
n184 r2 n471.
n185 r2 n385.
n185 r2 n404.
n187 r2 n359.
n187 r3 n402.
n187 r3 n421.
n187 r2 n462.
n188 r3 n343.
n189 r2 n336.
n190 r3 n342.
n191 r2 n401.
n191 r3 n405.
n191 r3 n461.
n192 r2 n385.
n192 r2 n438.
n192 r2 n477.
n196 r2 n370.
n196 r2 n474.
n198 r3 n352.
n198 r3 n389.
n198 r2 n393.
n198 r3 n473.
n199 r2 n345.
n201 r3 n435.
n205 r3 n405.
n207 r2 n340.
n208 r3 n462.
n209 r3 n432.
n211 r3 n486.
n212 r2 n439.
n213 r3 n345.
n213 r3 n369.
n214 r2 n475.
n215 r3 n338.
n216 r2 n383.
n216 r2 n490.
n216 r3 n496.
n217 r2 n357.
n217 r3 n416.
n218 r2 n353.
n218 r3 n371.
n218 r3 n476.
n222 r3 n349.
n222 r3 n449.
n222 r2 n474.
n223 r2 n394.
n224 r3 n389.
n225 r3 n462.
n227 r2 n370.
n227 r2 n397.
n228 r3 n485.
n230 r3 n333.
n230 r2 n336.
n231 r2 n463.
n232 r3 n332.
n232 r3 n393.
n232 r3 n416.
n232 r2 n452.
n233 r2 n363.
n234 r3 n342.
n234 r3 n355.
n234 r3 n495.
n235 r2 n381.
n235 r3 n495.
n236 r3 n421.
n236 r2 n449.
n239 r3 n374.
n239 r3 n416.
n240 r3 n402.
n240 r3 n408.
n240 r2 n428.
n241 r2 n411.
n242 r2 n355.
n243 r3 n351.
n243 r3 n423.
n245 r3 n354.
n245 r3 n392.
n246 r2 n402.
n246 r3 n467.
n246 r3 n472.
n247 r3 n370.
n248 r3 n428.
n248 r3 n482.
n249 r3 n333.
n249 r2 n340.
n249 r2 n356.
n249 r2 n414.
n250 r2 n335.
n251 r2 n365.
n251 r2 n370.
n252 r3 n470.
n252 r2 n494.
n253 r3 n447.
n254 r3 n454.
n255 r3 n359.
n255 r3 n496.
n256 r2 n338.
n256 r2 n372.
n256 r3 n447.
n256 r2 n480.
n257 r2 n351.
n257 r2 n473.
n258 r3 n334.
n258 r2 n392.
n258 r3 n465.
n259 r3 n370.
n260 r2 n492.
n261 r2 n345.
n261 r3 n359.
n262 r3 n392.
n264 r2 n399.
n264 r2 n427.
n264 r2 n468.
n265 r2 n454.
n266 r2 n337.
n266 r2 n343.
n267 r3 n344.
n267 r3 n351.
n270 r2 n446.
n271 r2 n393.
n271 r2 n424.
n271 r3 n424.
n271 r3 n452.
n272 r3 n349.
n272 r3 n397.
n272 r3 n440.
n272 r2 n475.
n273 r3 n424.
n273 r3 n438.
n274 r2 n406.
n274 r3 n416.
n276 r2 n475.
n277 r3 n456.
n279 r2 n426.
n279 r2 n447.
n280 r3 n361.
n280 r2 n412.
n281 r2 n457.
n282 r2 n365.
n282 r3 n478.
n283 r2 n350.
n284 r2 n398.
n284 r2 n425.
n284 r2 n427.
n284 r2 n463.
n285 r3 n384.
n286 r3 n417.
n287 r3 n450.
n288 r3 n358.
n291 r2 n464.
n295 r2 n444.
n297 r2 n339.
n297 r3 n394.
n298 r2 n342.
n298 r3 n437.
n298 r3 n467.
n300 r3 n368.
n301 r2 n367.
n301 r3 n380.
n301 r3 n417.
n302 r2 n376.
n302 r2 n481.
n303 r3 n355.
n303 r2 n378.
n303 r3 n401.
n304 r2 n443.
n304 r3 n476.
n305 r3 n430.
n305 r2 n473.
n307 r3 n414.
n307 r3 n497.
n308 r2 n441.
n309 r3 n338.
n309 r3 n350.
n309 r2 n413.
n310 r2 n413.
n311 r2 n477.
n311 r2 n480.
n312 r3 n413.
n313 r3 n484.
n313 r3 n497.
n314 r3 n445.
n314 r3 n472.
n315 r2 n450.
n315 r3 n478.
n316 r2 n432.
n317 r3 n361.
n317 r2 n369.
n317 r3 n408.
n318 r3 n462.
n320 r2 n370.
n322 r3 n352.
n322 r3 n396.
n322 r2 n446.
n322 r3 n452.
n323 r3 n476.
n323 r3 n497.
n324 r3 n368.
n324 r3 n372.
n324 r3 n415.
n324 r2 n420.
n324 r2 n433.
n324 r2 n446.
n324 r3 n472.
n325 r2 n434.
n325 r3 n475.
n326 r3 n336.
n326 r2 n353.
n326 r2 n454.
n327 r2 n391.
n329 r3 n344.
n329 r2 n349.
n329 r3 n363.
n329 r2 n426.
n329 r3 n459.
n330 r3 n397.
n331 r3 n341.
n331 r2 n435.
n331 r2 n450.

n332 r4 n517.
n332 r4 n548.
n332 r5 n555.
n332 r5 n660.
n333 r4 n526.
n333 r5 n602.
n334 r4 n612.
n335 r4 n588.
n336 r4 n610.
n336 r5 n624.
n336 r5 n658.
n337 r4 n541.
n339 r4 n507.
n339 r5 n532.
n340 r4 n534.
n340 r4 n627.
n340 r4 n662.
n341 r4 n531.
n341 r4 n546.
n342 r4 n563.
n344 r5 n574.
n344 r4 n591.
n344 r5 n594.
n344 r5 n633.
n345 r4 n546.
n347 r4 n651.
n350 r5 n513.
n350 r4 n515.
n350 r4 n517.
n350 r5 n654.
n352 r4 n556.
n353 r4 n655.
n355 r4 n569.
n355 r4 n598.
n355 r4 n621.
n355 r4 n638.
n356 r5 n576.
n356 r5 n628.
n356 r4 n632.
n357 r5 n499.
n358 r5 n524.
n359 r4 n621.
n360 r4 n526.
n360 r4 n633.
n360 r5 n660.
n361 r4 n522.
n361 r4 n552.
n362 r4 n529.
n362 r5 n582.
n364 r5 n610.
n365 r5 n640.
n366 r4 n544.
n367 r5 n564.
n368 r4 n552.
n368 r4 n614.
n369 r5 n511.
n369 r4 n542.
n370 r5 n647.
n371 r4 n599.
n372 r4 n508.
n372 r5 n521.
n372 r5 n627.
n372 r4 n645.
n373 r4 n567.
n373 r5 n611.
n374 r4 n564.
n376 r4 n535.
n377 r5 n553.
n378 r4 n542.
n378 r5 n590.
n379 r4 n657.
n380 r5 n506.
n380 r5 n633.
n381 r4 n557.
n382 r5 n518.
n382 r5 n574.
n382 r5 n615.
n383 r4 n634.
n384 r4 n534.
n385 r4 n518.
n385 r5 n610.
n386 r5 n640.
n387 r4 n507.
n387 r5 n655.
n389 r5 n600.
n390 r5 n598.
n390 r5 n654.
n390 r5 n658.
n391 r5 n531.
n391 r5 n579.
n391 r5 n630.
n393 r5 n582.
n393 r4 n638.
n394 r4 n502.
n395 r5 n608.
n395 r5 n623.
n397 r4 n538.
n397 r4 n630.
n398 r5 n572.
n398 r4 n625.
n399 r4 n520.
n400 r5 n654.
n401 r4 n663.
n402 r4 n596.
n404 r4 n537.
n405 r4 n565.
n405 r5 n619.
n406 r4 n542.
n407 r4 n534.
n408 r4 n498.
n408 r5 n552.
n408 r4 n618.
n408 r4 n652.
n409 r5 n589.
n411 r4 n545.
n411 r5 n554.
n412 r4 n622.
n414 r5 n635.
n415 r4 n516.
n415 r5 n562.
n418 r5 n653.
n419 r5 n509.
n419 r4 n563.
n419 r5 n636.
n419 r4 n649.
n420 r4 n628.
n422 r5 n561.
n423 r4 n530.
n424 r4 n502.
n424 r5 n572.
n424 r5 n632.
n425 r4 n627.
n426 r5 n595.
n427 r4 n537.
n428 r4 n536.
n428 r4 n604.
n429 r4 n539.
n429 r5 n546.
n429 r5 n576.
n429 r4 n601.
n429 r4 n630.
n430 r5 n592.
n432 r5 n528.
n432 r5 n613.
n434 r4 n648.
n436 r4 n581.
n438 r4 n570.
n439 r4 n588.
n440 r5 n543.
n443 r5 n509.
n443 r4 n528.
n443 r4 n602.
n443 r5 n614.
n444 r4 n636.
n445 r5 n560.
n446 r5 n517.
n446 r4 n628.
n446 r4 n654.
n447 r5 n541.
n447 r5 n570.
n447 r5 n640.
n447 r5 n659.
n449 r5 n544.
n449 r4 n600.
n450 r5 n570.
n451 r4 n542.
n452 r4 n611.
n452 r5 n634.
n453 r5 n553.
n453 r4 n653.
n454 r4 n500.
n454 r5 n661.
n455 r5 n524.
n455 r5 n627.
